time,cmd_roll,true_roll,eskf_roll,est_error,altitude
0.3300,0.000,-0.179,-0.204,0.025,0.5207
0.3350,0.000,-0.237,-0.258,0.021,0.5205
0.3400,0.000,-0.183,-0.375,0.192,0.5203
0.3450,0.000,-0.070,-0.449,0.379,0.5202
0.3500,0.000,0.059,-0.496,0.555,0.5201
0.3550,0.000,0.191,-0.558,0.749,0.5200
0.3600,0.000,0.308,-0.916,1.224,0.5199
0.3650,0.000,0.323,-0.920,1.243,0.5198
0.3700,0.000,0.320,-0.870,1.189,0.5197
0.3750,0.000,0.300,-0.810,1.110,0.5195
0.3800,0.000,0.291,-0.785,1.076,0.5193
0.3850,0.000,0.258,-0.767,1.026,0.5189
0.3900,0.000,0.209,0.390,-0.181,0.5184
0.3950,0.000,0.155,0.383,-0.228,0.5178
0.4000,0.000,0.087,0.382,-0.295,0.5171
0.4050,0.000,-0.021,0.374,-0.396,0.5164
0.4100,0.000,-0.142,0.322,-0.464,0.5156
0.4150,0.000,-0.237,0.253,-0.490,0.5148
0.4200,0.000,-0.306,0.378,-0.684,0.5140
0.4250,0.000,-0.356,-0.091,-0.264,0.5133
0.4300,0.000,-0.390,-0.152,-0.237,0.5125
0.4350,0.000,-0.374,-0.194,-0.180,0.5118
0.4400,0.000,-0.333,-0.220,-0.113,0.5111
0.4450,0.000,-0.221,-0.247,0.026,0.5104
0.4500,0.000,-0.028,-0.143,0.115,0.5097
0.4550,0.000,0.182,0.005,0.176,0.5090
0.4600,0.000,0.442,0.207,0.235,0.5083
0.4650,0.000,0.607,0.387,0.220,0.5076
0.4700,0.000,0.709,0.554,0.155,0.5069
0.4750,0.000,0.697,0.688,0.008,0.5062
0.4800,0.000,0.588,0.751,-0.163,0.5055
0.4850,0.000,0.455,0.713,-0.258,0.5048
0.4900,0.000,0.388,0.683,-0.295,0.5042
0.4950,0.000,0.379,0.699,-0.320,0.5035
0.5000,0.000,0.362,0.697,-0.334,0.5028
0.5050,0.000,0.274,0.660,-0.386,0.5021
0.5100,0.000,0.144,0.664,-0.521,0.5014
0.5150,0.000,-0.079,0.611,-0.690,0.5008
0.5200,0.000,-0.318,0.457,-0.775,0.5001
0.5250,0.000,-0.500,0.246,-0.747,0.4995
0.5300,0.000,-0.620,0.079,-0.698,0.4988
0.5350,0.000,-0.717,-0.044,-0.674,0.4982
0.5400,0.000,-0.760,-0.136,-0.623,0.4975
0.5450,0.000,-0.757,-0.222,-0.535,0.4968
0.5500,0.000,-0.676,-0.251,-0.425,0.4961
0.5550,0.000,-0.562,-0.229,-0.333,0.4955
0.5600,0.000,-0.482,-0.127,-0.355,0.4948
0.5650,0.000,-0.473,0.014,-0.487,0.4941
0.5700,0.000,-0.527,0.124,-0.650,0.4934
0.5750,0.000,-0.595,0.138,-0.733,0.4927
0.5800,0.000,-0.635,0.144,-0.779,0.4920
0.5850,0.000,-0.664,0.171,-0.836,0.4913
0.5900,0.000,-0.738,0.186,-0.924,0.4906
0.5950,0.000,-0.775,0.159,-0.934,0.4899
0.6000,0.000,-0.712,0.165,-0.877,0.4892
0.6050,0.000,-0.631,0.046,-0.677,0.4885
0.6100,0.000,-0.531,0.062,-0.593,0.4878
0.6150,0.000,-0.452,0.026,-0.478,0.4871
0.6200,0.000,-0.359,0.057,-0.416,0.4864
0.6250,0.000,-0.293,0.067,-0.360,0.4857
0.6300,0.000,-0.181,0.073,-0.254,0.4850
0.6350,0.000,-0.036,0.140,-0.175,0.4843
0.6400,0.000,0.034,0.245,-0.211,0.4836
0.6450,0.000,0.005,0.301,-0.296,0.4829
0.6500,0.000,-0.053,0.060,-0.113,0.4822
0.6550,0.000,-0.131,0.098,-0.229,0.4815
0.6600,0.000,-0.244,-0.142,-0.102,0.4808
0.6650,0.000,-0.331,-0.260,-0.071,0.4801
0.6700,0.000,-0.363,-0.357,-0.006,0.4794
0.6750,0.000,-0.300,-0.437,0.138,0.4788
0.6800,0.000,-0.159,-0.438,0.278,0.4783
0.6850,0.000,-0.026,-0.315,0.289,0.4778
0.6900,0.000,0.049,-0.207,0.256,0.4774
0.6950,0.000,0.097,-0.155,0.252,0.4770
0.7000,0.000,0.169,-0.119,0.287,0.4766
0.7050,0.000,0.252,-0.056,0.308,0.4763
0.7100,0.000,0.330,-0.025,0.355,0.4759
0.7150,0.000,0.456,-0.080,0.536,0.4756
0.7200,0.000,0.654,-0.028,0.682,0.4752
0.7250,0.000,0.812,0.084,0.728,0.4749
0.7300,0.000,0.905,0.106,0.800,0.4746
0.7350,0.000,0.988,0.128,0.860,0.4743
0.7400,0.000,1.051,0.156,0.894,0.4740
0.7450,0.000,1.069,0.195,0.874,0.4737
0.7500,0.000,1.019,0.321,0.698,0.4735
0.7550,0.000,0.928,0.251,0.677,0.4733
0.7600,0.000,0.974,0.209,0.766,0.4731
0.7650,0.000,1.005,0.171,0.834,0.4729
0.7700,0.000,1.024,0.168,0.857,0.4727
0.7750,0.000,0.977,0.128,0.849,0.4725
0.7800,0.000,0.922,0.148,0.774,0.4723
0.7850,0.000,0.865,0.118,0.747,0.4720
0.7900,0.000,0.809,0.143,0.666,0.4717
0.7950,0.000,0.691,0.130,0.561,0.4714
0.8000,0.000,0.612,0.046,0.566,0.4711
0.8050,0.000,0.657,-0.033,0.690,0.4708
0.8100,0.000,0.768,-0.013,0.782,0.4704
0.8150,0.000,0.792,-0.107,0.899,0.4700
0.8200,0.000,0.705,-0.122,0.827,0.4696
0.8250,0.000,0.604,-0.147,0.751,0.4692
0.8300,0.000,0.530,-0.198,0.728,0.4688
0.8350,0.000,0.471,-0.186,0.657,0.4684
0.8400,0.000,0.356,-0.152,0.508,0.4680
0.8450,0.000,0.212,-0.202,0.414,0.4677
0.8500,0.000,0.141,-0.320,0.461,0.4674
0.8550,0.000,0.200,-0.370,0.569,0.4671
0.8600,0.000,0.281,-0.373,0.654,0.4668
0.8650,0.000,0.352,-0.315,0.667,0.4666
0.8700,0.000,0.355,-0.292,0.648,0.4664
0.8750,0.000,0.366,-0.356,0.722,0.4662
0.8800,0.000,0.425,-0.319,0.744,0.4660
0.8850,0.000,0.432,-0.282,0.713,0.4659
0.8900,0.000,0.337,-0.301,0.638,0.4657
0.8950,0.000,0.280,-0.359,0.640,0.4655
0.9000,0.000,0.286,-0.336,0.622,0.4652
0.9050,0.000,0.246,-0.356,0.601,0.4650
0.9100,0.000,0.258,-0.472,0.730,0.4646
0.9150,0.000,0.348,-0.470,0.817,0.4643
0.9200,0.000,0.453,-0.429,0.882,0.4638
0.9250,0.000,0.546,-0.385,0.931,0.4634
0.9300,0.000,0.637,-0.326,0.963,0.4629
0.9350,0.000,0.710,-0.297,1.008,0.4625
0.9400,0.000,0.791,-0.259,1.050,0.4620
0.9450,0.000,0.863,-0.215,1.078,0.4614
0.9500,0.000,0.954,-0.182,1.135,0.4609
0.9550,0.000,1.059,-0.154,1.212,0.4604
0.9600,0.000,1.163,0.074,1.088,0.4598
0.9650,0.000,1.217,0.186,1.030,0.4593
0.9700,0.000,1.235,0.252,0.983,0.4587
0.9750,0.000,1.239,0.382,0.857,0.4582
0.9800,0.000,1.272,0.405,0.867,0.4576
0.9850,0.000,1.286,0.409,0.877,0.4571
0.9900,0.000,1.330,0.390,0.940,0.4566
0.9950,0.000,1.398,0.366,1.032,0.4562
1.0000,0.000,1.470,0.420,1.050,0.4558
1.0050,0.000,1.462,0.498,0.965,0.4554
1.0100,0.000,1.449,0.539,0.911,0.4551
1.0150,0.000,1.416,0.460,0.956,0.4549
1.0200,0.000,1.405,0.359,1.046,0.4546
1.0250,0.000,1.375,0.234,1.141,0.4545
1.0300,0.000,1.327,0.141,1.186,0.4543
1.0350,0.000,1.258,0.071,1.187,0.4543
1.0400,0.000,1.184,-0.155,1.339,0.4543
1.0450,0.000,1.104,-0.237,1.341,0.4543
1.0500,0.000,1.051,-0.343,1.394,0.4544
1.0550,0.000,1.087,-0.425,1.512,0.4544
1.0600,0.000,1.161,-0.483,1.644,0.4545
1.0650,0.000,1.264,-0.525,1.789,0.4545
1.0700,0.000,1.460,-0.531,1.991,0.4545
1.0750,0.000,1.698,-0.447,2.145,0.4545
1.0800,0.000,1.828,-0.301,2.128,0.4544
1.0850,0.000,1.858,-0.233,2.091,0.4543
1.0900,0.000,1.924,-0.181,2.106,0.4541
1.0950,0.000,1.981,-0.136,2.117,0.4539
1.1000,0.000,2.034,-0.124,2.159,0.4537
1.1050,0.000,2.107,-0.039,2.146,0.4535
1.1100,0.000,2.135,0.025,2.110,0.4532
1.1150,0.000,2.069,0.028,2.040,0.4529
1.1200,0.000,1.998,0.046,1.952,0.4525
1.1250,0.000,1.905,-0.010,1.915,0.4521
1.1300,0.000,1.924,0.023,1.901,0.4517
1.1350,0.000,1.967,0.037,1.930,0.4512
1.1400,0.000,2.071,0.019,2.052,0.4507
1.1450,0.000,2.218,0.091,2.127,0.4501
1.1500,0.000,2.378,0.177,2.201,0.4494
1.1550,0.000,2.519,0.291,2.228,0.4488
1.1600,0.000,2.621,0.387,2.234,0.4481
1.1650,0.000,2.715,0.459,2.257,0.4474
1.1700,0.000,2.788,0.574,2.214,0.4466
1.1750,0.000,2.744,0.714,2.030,0.4459
1.1800,0.000,2.613,0.794,1.819,0.4451
1.1850,0.000,2.486,0.710,1.776,0.4444
1.1900,0.000,2.518,0.633,1.884,0.4436
1.1950,0.000,2.579,0.598,1.981,0.4428
1.2000,0.000,2.581,0.607,1.974,0.4419
1.2050,0.000,2.517,0.703,1.814,0.4411
1.2100,0.000,2.436,0.646,1.790,0.4402
1.2150,0.000,2.384,0.619,1.764,0.4394
1.2200,0.000,2.342,0.591,1.751,0.4386
1.2250,0.000,2.314,0.547,1.768,0.4378
1.2300,0.000,2.284,0.455,1.829,0.4370
1.2350,0.000,2.252,0.515,1.737,0.4363
1.2400,0.000,2.253,0.377,1.877,0.4356
1.2450,0.000,2.254,0.312,1.942,0.4350
1.2500,0.000,2.207,0.249,1.958,0.4344
1.2550,0.000,2.162,0.213,1.949,0.4338
1.2600,0.000,2.124,0.137,1.987,0.4332
1.2650,0.000,2.178,0.014,2.163,0.4326
1.2700,0.000,2.317,-0.056,2.374,0.4320
1.2750,0.000,2.459,-0.155,2.615,0.4314
1.2800,0.000,2.616,-0.153,2.769,0.4308
1.2850,0.000,2.744,-0.074,2.818,0.4301
1.2900,0.000,2.715,0.029,2.686,0.4295
1.2950,0.000,2.547,0.051,2.496,0.4289
1.3000,0.000,2.352,0.084,2.267,0.4282
1.3050,0.000,2.199,-0.033,2.232,0.4276
1.3100,0.000,2.198,-0.190,2.388,0.4269
1.3150,0.000,2.244,-0.226,2.470,0.4263
1.3200,0.000,2.228,-0.227,2.455,0.4256
1.3250,0.000,2.212,-0.267,2.480,0.4250
1.3300,0.000,2.172,-0.293,2.465,0.4244
1.3350,0.000,2.144,-0.326,2.470,0.4238
1.3400,0.000,2.139,-0.363,2.502,0.4233
1.3450,0.000,2.149,-0.379,2.528,0.4227
1.3500,0.000,2.209,-0.456,2.665,0.4222
1.3550,0.000,2.312,-0.441,2.753,0.4217
1.3600,0.000,2.390,-0.437,2.826,0.4212
1.3650,0.000,2.498,-0.377,2.875,0.4207
1.3700,0.000,2.577,-0.319,2.896,0.4203
1.3750,0.000,2.590,-0.291,2.881,0.4198
1.3800,0.000,2.627,-0.309,2.936,0.4194
1.3850,0.000,2.711,-0.282,2.994,0.4190
1.3900,0.000,2.769,-0.221,2.990,0.4186
1.3950,0.000,2.771,-0.189,2.960,0.4183
1.4000,0.000,2.728,-0.154,2.881,0.4179
1.4050,0.000,2.652,-0.159,2.811,0.4176
1.4100,0.000,2.555,-0.204,2.759,0.4173
1.4150,0.000,2.473,-0.295,2.767,0.4171
1.4200,0.000,2.438,-0.344,2.782,0.4170
1.4250,0.000,2.392,-0.284,2.676,0.4169
1.4300,0.000,2.288,-0.061,2.349,0.4169
1.4350,0.000,2.129,-0.062,2.191,0.4169
1.4400,0.000,2.017,-0.212,2.229,0.4169
1.4450,0.000,2.112,-0.341,2.453,0.4170
1.4500,0.000,2.366,-0.379,2.745,0.4170
1.4550,0.000,2.618,-0.354,2.972,0.4170
1.4600,0.000,2.834,-0.258,3.092,0.4170
1.4650,0.000,2.952,-0.193,3.145,0.4169
1.4700,0.000,2.949,-0.099,3.048,0.4168
1.4750,0.000,2.874,-0.040,2.914,0.4167
1.4800,0.000,2.814,-0.046,2.861,0.4166
1.4850,0.000,2.798,-0.096,2.894,0.4164
1.4900,0.000,2.872,-0.141,3.012,0.4163
1.4950,0.000,3.006,-0.128,3.134,0.4162
1.5000,0.000,3.091,-0.134,3.226,0.4161
1.5050,0.000,3.160,-0.159,3.319,0.4160
1.5100,0.000,3.212,-0.160,3.371,0.4158
1.5150,0.000,3.216,-0.184,3.400,0.4157
1.5200,0.000,3.255,-0.196,3.451,0.4156
1.5250,0.000,3.272,-0.154,3.425,0.4154
1.5300,0.000,3.193,-0.027,3.220,0.4152
1.5350,0.000,3.097,-0.092,3.189,0.4151
1.5400,0.000,3.052,-0.117,3.169,0.4149
1.5450,0.000,3.066,-0.235,3.301,0.4148
1.5500,0.000,3.169,-0.233,3.402,0.4147
1.5550,0.000,3.288,-0.259,3.547,0.4147
1.5600,0.000,3.491,-0.438,3.929,0.4147
1.5650,0.000,3.825,-0.442,4.266,0.4148
1.5700,0.000,4.223,-0.372,4.595,0.4148
1.5750,0.000,4.615,-0.281,4.896,0.4149
1.5800,0.000,4.926,-0.108,5.034,0.4150
1.5850,0.000,5.056,-0.011,5.067,0.4151
1.5900,0.000,5.186,0.017,5.169,0.4152
1.5950,0.000,5.357,0.050,5.307,0.4153
1.6000,0.000,5.412,0.193,5.219,0.4154
1.6050,0.000,5.289,0.214,5.075,0.4154
1.6100,0.000,5.247,0.157,5.090,0.4154
1.6150,0.000,5.314,0.097,5.216,0.4154
1.6200,0.000,5.420,0.101,5.319,0.4154
1.6250,0.000,5.456,0.173,5.283,0.4153
1.6300,0.000,5.469,0.167,5.301,0.4152
1.6350,0.000,5.501,0.214,5.286,0.4151
1.6400,0.000,5.505,0.317,5.188,0.4150
1.6450,0.000,5.531,0.362,5.169,0.4148
1.6500,0.000,5.552,0.439,5.113,0.4147
1.6550,0.000,5.581,0.447,5.134,0.4146
1.6600,0.000,5.635,0.414,5.222,0.4145
1.6650,0.000,5.773,0.339,5.434,0.4144
1.6700,0.000,5.971,0.340,5.631,0.4143
1.6750,0.000,6.114,0.418,5.696,0.4143
1.6800,0.000,6.158,0.559,5.599,0.4143
1.6850,0.000,6.067,0.623,5.443,0.4143
1.6900,0.000,5.912,0.576,5.337,0.4144
1.6950,0.000,5.744,0.499,5.245,0.4145
1.7000,0.000,5.627,0.390,5.237,0.4146
1.7050,0.000,5.622,0.202,5.420,0.4148
1.7100,0.000,5.803,0.147,5.656,0.4150
1.7150,0.000,5.966,0.209,5.758,0.4151
1.7200,0.000,6.031,0.311,5.720,0.4153
1.7250,0.000,6.009,0.361,5.648,0.4155
1.7300,0.000,5.948,0.375,5.573,0.4157
1.7350,0.000,5.920,0.396,5.524,0.4159
1.7400,0.000,5.956,0.404,5.552,0.4161
1.7450,0.000,5.945,0.413,5.531,0.4163
1.7500,0.000,5.931,0.419,5.512,0.4164
1.7550,0.000,5.870,0.320,5.549,0.4166
1.7600,0.000,5.745,0.242,5.504,0.4167
1.7650,0.000,5.649,0.127,5.522,0.4169
1.7700,0.000,5.595,0.091,5.504,0.4171
1.7750,0.000,5.507,0.059,5.448,0.4172
1.7800,0.000,5.402,0.015,5.387,0.4175
1.7850,0.000,5.312,-0.001,5.314,0.4178
1.7900,0.000,5.226,0.224,5.002,0.4181
1.7950,0.000,5.140,0.185,4.955,0.4184
1.8000,0.000,5.072,0.169,4.902,0.4188
1.8050,0.000,4.959,0.146,4.813,0.4192
1.8100,0.000,4.784,0.062,4.722,0.4195
1.8150,0.000,4.688,-0.059,4.747,0.4198
1.8200,0.000,4.687,-0.429,5.115,0.4201
1.8250,0.000,4.760,-0.429,5.189,0.4203
1.8300,0.000,4.842,-0.393,5.236,0.4206
1.8350,0.000,4.930,-0.299,5.228,0.4209
1.8400,0.000,4.993,-0.196,5.189,0.4212
1.8450,0.000,5.067,-0.208,5.274,0.4215
1.8500,0.000,5.202,-0.184,5.387,0.4219
1.8550,0.000,5.360,-0.113,5.474,0.4224
1.8600,0.000,5.491,-0.112,5.604,0.4229
1.8650,0.000,5.550,-0.079,5.629,0.4235
1.8700,0.000,5.532,-0.042,5.574,0.4241
1.8750,0.000,5.468,-0.014,5.482,0.4247
1.8800,0.000,5.428,-0.062,5.490,0.4254
1.8850,0.000,5.433,-0.148,5.580,0.4261
1.8900,0.000,5.565,-0.212,5.777,0.4268
1.8950,0.000,5.768,-0.233,6.002,0.4276
1.9000,0.000,5.943,-0.148,6.091,0.4284
1.9050,0.000,5.995,-0.061,6.055,0.4291
1.9100,0.000,5.974,-0.013,5.987,0.4299
1.9150,0.000,5.940,-0.012,5.952,0.4307
1.9200,0.000,5.964,-0.001,5.965,0.4316
1.9250,0.000,6.055,-0.038,6.093,0.4324
1.9300,0.000,6.187,-0.053,6.241,0.4332
1.9350,0.000,6.313,-0.007,6.320,0.4340
1.9400,0.000,6.348,-0.030,6.378,0.4347
1.9450,0.000,6.401,-0.028,6.429,0.4355
1.9500,0.000,6.415,0.039,6.376,0.4362
1.9550,0.000,6.332,0.062,6.269,0.4369
1.9600,0.000,6.204,0.034,6.169,0.4376
1.9650,0.000,6.097,-0.069,6.166,0.4382
1.9700,0.000,6.062,-0.162,6.223,0.4389
1.9750,0.000,6.051,-0.254,6.305,0.4396
1.9800,0.000,6.043,-0.288,6.331,0.4403
1.9850,0.000,6.030,-0.279,6.309,0.4411
1.9900,0.000,6.000,-0.308,6.308,0.4418
1.9950,0.000,6.044,-0.345,6.389,0.4425
2.0000,5.000,6.132,-0.311,6.443,0.4432
2.0050,5.000,6.274,-0.158,6.432,0.4439
2.0100,5.000,6.482,0.038,6.444,0.4445
2.0150,5.000,6.775,0.247,6.528,0.4451
2.0200,5.000,7.114,0.501,6.613,0.4456
2.0250,5.000,7.456,0.658,6.798,0.4461
2.0300,5.000,7.878,0.984,6.894,0.4466
2.0350,5.000,8.264,1.358,6.906,0.4471
2.0400,5.000,8.583,1.714,6.869,0.4476
2.0450,5.000,8.843,2.029,6.814,0.4481
2.0500,5.000,9.114,2.249,6.865,0.4486
2.0550,5.000,9.415,2.479,6.936,0.4490
2.0600,5.000,9.732,2.724,7.008,0.4496
2.0650,5.000,10.028,2.969,7.059,0.4501
2.0700,5.000,10.253,3.116,7.136,0.4506
2.0750,5.000,10.374,3.270,7.104,0.4512
2.0800,5.000,10.501,3.469,7.032,0.4517
2.0850,5.000,10.570,3.595,6.975,0.4522
2.0900,5.000,10.623,3.673,6.950,0.4527
2.0950,5.000,10.693,3.779,6.914,0.4532
2.1000,5.000,10.694,3.876,6.818,0.4537
2.1050,5.000,10.662,3.969,6.693,0.4541
2.1100,5.000,10.612,4.017,6.595,0.4546
2.1150,5.000,10.600,4.078,6.522,0.4549
2.1200,5.000,10.622,4.080,6.542,0.4553
2.1250,5.000,10.723,4.109,6.614,0.4556
2.1300,5.000,10.855,4.024,6.831,0.4559
2.1350,5.000,11.003,4.060,6.943,0.4562
2.1400,5.000,11.068,4.123,6.945,0.4564
2.1450,5.000,11.141,4.031,7.110,0.4566
2.1500,5.000,11.260,4.004,7.256,0.4568
2.1550,5.000,11.407,4.002,7.405,0.4570
2.1600,5.000,11.560,4.120,7.440,0.4572
2.1650,5.000,11.662,4.212,7.451,0.4575
2.1700,5.000,11.762,4.208,7.553,0.4577
2.1750,5.000,11.921,4.204,7.717,0.4580
2.1800,5.000,12.068,4.520,7.548,0.4583
2.1850,5.000,12.153,4.615,7.537,0.4586
2.1900,5.000,12.208,4.709,7.499,0.4589
2.1950,5.000,12.263,4.701,7.562,0.4592
2.2000,5.000,12.453,4.690,7.762,0.4594
2.2050,5.000,12.635,4.761,7.874,0.4597
2.2100,5.000,12.707,4.870,7.837,0.4599
2.2150,5.000,12.698,4.805,7.893,0.4601
2.2200,5.000,12.700,4.801,7.899,0.4602
2.2250,5.000,12.671,4.845,7.826,0.4603
2.2300,5.000,12.576,4.838,7.738,0.4603
2.2350,5.000,12.534,4.799,7.735,0.4603
2.2400,5.000,12.541,4.784,7.756,0.4602
2.2450,5.000,12.595,4.687,7.908,0.4601
2.2500,5.000,12.679,4.717,7.962,0.4599
2.2550,5.000,12.814,4.708,8.106,0.4597
2.2600,5.000,13.030,4.772,8.258,0.4595
2.2650,5.000,13.198,4.872,8.326,0.4593
2.2700,5.000,13.310,4.965,8.345,0.4590
2.2750,5.000,13.391,5.079,8.312,0.4588
2.2800,5.000,13.388,5.113,8.275,0.4586
2.2850,5.000,13.393,5.108,8.285,0.4583
2.2900,5.000,13.428,5.130,8.298,0.4581
2.2950,5.000,13.454,5.134,8.320,0.4578
2.3000,5.000,13.485,5.111,8.374,0.4576
2.3050,5.000,13.515,5.099,8.415,0.4574
2.3100,5.000,13.534,4.967,8.568,0.4571
2.3150,5.000,13.609,4.895,8.714,0.4569
2.3200,5.000,13.707,4.915,8.792,0.4567
2.3250,5.000,13.741,4.925,8.816,0.4565
2.3300,5.000,13.722,5.076,8.646,0.4563
2.3350,5.000,13.536,5.132,8.404,0.4562
2.3400,5.000,13.303,5.189,8.113,0.4561
2.3450,5.000,13.074,5.139,7.935,0.4560
2.3500,5.000,12.908,5.074,7.834,0.4559
2.3550,5.000,12.792,5.006,7.786,0.4558
2.3600,5.000,12.760,4.874,7.886,0.4557
2.3650,5.000,12.836,4.900,7.936,0.4557
2.3700,5.000,12.858,4.958,7.900,0.4556
2.3750,5.000,12.845,4.818,8.027,0.4555
2.3800,5.000,12.803,4.822,7.981,0.4554
2.3850,5.000,12.731,4.783,7.947,0.4553
2.3900,5.000,12.685,4.733,7.952,0.4553
2.3950,5.000,12.684,4.717,7.968,0.4553
2.4000,5.000,12.726,4.740,7.986,0.4553
2.4050,5.000,12.811,4.951,7.860,0.4554
2.4100,5.000,12.877,5.007,7.870,0.4555
2.4150,5.000,13.006,5.014,7.992,0.4556
2.4200,5.000,13.204,5.065,8.140,0.4558
2.4250,5.000,13.385,5.105,8.279,0.4560
2.4300,5.000,13.496,5.197,8.299,0.4562
2.4350,5.000,13.538,5.264,8.273,0.4564
2.4400,5.000,13.520,5.675,7.845,0.4567
2.4450,5.000,13.419,5.605,7.814,0.4569
2.4500,5.000,13.328,5.510,7.817,0.4571
2.4550,5.000,13.349,5.497,7.852,0.4573
2.4600,5.000,13.422,5.546,7.877,0.4574
2.4650,5.000,13.400,5.578,7.822,0.4574
2.4700,5.000,13.328,4.733,8.595,0.4574
2.4750,5.000,13.285,4.687,8.598,0.4573
2.4800,5.000,13.272,4.667,8.605,0.4572
2.4850,5.000,13.276,4.662,8.614,0.4571
2.4900,5.000,13.316,4.651,8.665,0.4569
2.4950,5.000,13.356,4.706,8.650,0.4569
2.5000,5.000,13.342,4.709,8.632,0.4568
2.5050,5.000,13.335,5.130,8.206,0.4568
2.5100,5.000,13.347,5.107,8.240,0.4568
2.5150,5.000,13.356,5.138,8.218,0.4569
2.5200,5.000,13.263,5.170,8.093,0.4569
2.5250,5.000,13.123,5.076,8.047,0.4569
2.5300,5.000,13.039,4.909,8.130,0.4569
2.5350,5.000,13.086,4.461,8.625,0.4568
2.5400,5.000,13.244,4.202,9.042,0.4567
2.5450,5.000,13.487,4.257,9.230,0.4566
2.5500,5.000,13.692,4.381,9.311,0.4564
2.5550,5.000,13.825,4.499,9.326,0.4561
2.5600,5.000,13.891,4.619,9.273,0.4558
2.5650,5.000,13.876,4.684,9.192,0.4555
2.5700,5.000,13.877,4.662,9.216,0.4552
2.5750,5.000,13.871,4.707,9.164,0.4548
2.5800,5.000,13.882,4.716,9.166,0.4544
2.5850,5.000,13.943,4.730,9.213,0.4541
2.5900,5.000,14.023,4.598,9.425,0.4537
2.5950,5.000,14.161,4.671,9.490,0.4533
2.6000,5.000,14.254,4.437,9.817,0.4529
2.6050,5.000,14.360,4.520,9.840,0.4525
2.6100,5.000,14.504,4.648,9.856,0.4521
